"RequirementId","Scope","Requirement","SourceFile","SourceLine","SourceRevision","Status","ArtifactSha256","Environment","Procedure","TerminalResult","EvidenceLocation","Limitations","SourceFileSha256","EnvironmentAmendment","OriginalRequirement","OriginalProcedure","ParentRequirementId","RowKind","PreviewDisposition","PreviewEvidence"
"RB-NATIVE-09","aggregate","Shadowed instructions.","docs/context-relay-v1-implementation-plan.md","1492","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","unknown","","","Reconcile child rows independently; original requirement and historical procedure are preserved. No aggregate pass while an applicable child is open.","","","No final candidate acceptance execution recorded. Preserve scoped historical evidence separately.","cb507efa2b8d337079d5faa19d2c3c466c9e900bfd1f63e0aa14468e6ee54b56","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Shadowed instructions.","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","","aggregate","aggregate-reconcile-children","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"RB-NATIVE-09-WS","Windows/shared","Windows/shared unpaid portion: Shadowed instructions.","docs/context-relay-v1-implementation-plan.md","1492","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","unknown","","","Execute the scoped Windows x64 and shared checks on the exact final source/candidate. Record commands or manual steps, environment, terminal results and limitations; historical results are pointers only.","","","Required and open. Fresh-profile physical-PC checks cannot establish clean-OS or independent-host behavior. Other scopes have separately statused sibling rows.","cb507efa2b8d337079d5faa19d2c3c466c9e900bfd1f63e0aa14468e6ee54b56","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Shadowed instructions.","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","RB-NATIVE-09","execution","required-open","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"RB-NATIVE-09-APPLE","Apple","Apple implementation/qualification portion: Shadowed instructions.","docs/context-relay-v1-implementation-plan.md","1492","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","deferred","","","Deferred by explicit user decision; preserve existing evidence and perform no new Apple work.","","","Explicit user Apple deferral; not passed. Shared and Windows work remains in sibling rows.","cb507efa2b8d337079d5faa19d2c3c466c9e900bfd1f63e0aa14468e6ee54b56","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Shadowed instructions.","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","RB-NATIVE-09","execution","excluded-preview","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"RB-NATIVE-10","aggregate","Missing file.","docs/context-relay-v1-implementation-plan.md","1493","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","unknown","","","Reconcile child rows independently; original requirement and historical procedure are preserved. No aggregate pass while an applicable child is open.","","","No final candidate acceptance execution recorded. Preserve scoped historical evidence separately.","cb507efa2b8d337079d5faa19d2c3c466c9e900bfd1f63e0aa14468e6ee54b56","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Missing file.","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","","aggregate","aggregate-reconcile-children","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"RB-NATIVE-10-WS","Windows/shared","Windows/shared unpaid portion: Missing file.","docs/context-relay-v1-implementation-plan.md","1493","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","unknown","","","Execute the scoped Windows x64 and shared checks on the exact final source/candidate. Record commands or manual steps, environment, terminal results and limitations; historical results are pointers only.","","","Required and open. Fresh-profile physical-PC checks cannot establish clean-OS or independent-host behavior. Other scopes have separately statused sibling rows.","cb507efa2b8d337079d5faa19d2c3c466c9e900bfd1f63e0aa14468e6ee54b56","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Missing file.","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","RB-NATIVE-10","execution","required-open","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"RB-NATIVE-10-APPLE","Apple","Apple implementation/qualification portion: Missing file.","docs/context-relay-v1-implementation-plan.md","1493","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","deferred","","","Deferred by explicit user decision; preserve existing evidence and perform no new Apple work.","","","Explicit user Apple deferral; not passed. Shared and Windows work remains in sibling rows.","cb507efa2b8d337079d5faa19d2c3c466c9e900bfd1f63e0aa14468e6ee54b56","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Missing file.","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","RB-NATIVE-10","execution","excluded-preview","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"RB-NATIVE-11","aggregate","Read-only file.","docs/context-relay-v1-implementation-plan.md","1494","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","unknown","","","Reconcile child rows independently; original requirement and historical procedure are preserved. No aggregate pass while an applicable child is open.","","","No final candidate acceptance execution recorded. Preserve scoped historical evidence separately.","cb507efa2b8d337079d5faa19d2c3c466c9e900bfd1f63e0aa14468e6ee54b56","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Read-only file.","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","","aggregate","aggregate-reconcile-children","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"RB-NATIVE-11-WS","Windows/shared","Windows/shared unpaid portion: Read-only file.","docs/context-relay-v1-implementation-plan.md","1494","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","unknown","","","Execute the scoped Windows x64 and shared checks on the exact final source/candidate. Record commands or manual steps, environment, terminal results and limitations; historical results are pointers only.","","","Required and open. Fresh-profile physical-PC checks cannot establish clean-OS or independent-host behavior. Other scopes have separately statused sibling rows.","cb507efa2b8d337079d5faa19d2c3c466c9e900bfd1f63e0aa14468e6ee54b56","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Read-only file.","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","RB-NATIVE-11","execution","required-open","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"RB-NATIVE-11-APPLE","Apple","Apple implementation/qualification portion: Read-only file.","docs/context-relay-v1-implementation-plan.md","1494","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","deferred","","","Deferred by explicit user decision; preserve existing evidence and perform no new Apple work.","","","Explicit user Apple deferral; not passed. Shared and Windows work remains in sibling rows.","cb507efa2b8d337079d5faa19d2c3c466c9e900bfd1f63e0aa14468e6ee54b56","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Read-only file.","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","RB-NATIVE-11","execution","excluded-preview","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"RB-NATIVE-12","aggregate","Locked file.","docs/context-relay-v1-implementation-plan.md","1495","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","unknown","","","Reconcile child rows independently; original requirement and historical procedure are preserved. No aggregate pass while an applicable child is open.","","","No final candidate acceptance execution recorded. Preserve scoped historical evidence separately.","cb507efa2b8d337079d5faa19d2c3c466c9e900bfd1f63e0aa14468e6ee54b56","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Locked file.","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","","aggregate","aggregate-reconcile-children","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"RB-NATIVE-12-WS","Windows/shared","Windows/shared unpaid portion: Locked file.","docs/context-relay-v1-implementation-plan.md","1495","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","unknown","","","Execute the scoped Windows x64 and shared checks on the exact final source/candidate. Record commands or manual steps, environment, terminal results and limitations; historical results are pointers only.","","","Required and open. Fresh-profile physical-PC checks cannot establish clean-OS or independent-host behavior. Other scopes have separately statused sibling rows.","cb507efa2b8d337079d5faa19d2c3c466c9e900bfd1f63e0aa14468e6ee54b56","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Locked file.","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","RB-NATIVE-12","execution","required-open","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"RB-NATIVE-12-APPLE","Apple","Apple implementation/qualification portion: Locked file.","docs/context-relay-v1-implementation-plan.md","1495","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","deferred","","","Deferred by explicit user decision; preserve existing evidence and perform no new Apple work.","","","Explicit user Apple deferral; not passed. Shared and Windows work remains in sibling rows.","cb507efa2b8d337079d5faa19d2c3c466c9e900bfd1f63e0aa14468e6ee54b56","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Locked file.","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","RB-NATIVE-12","execution","excluded-preview","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"RB-NATIVE-13","aggregate","Disk full.","docs/context-relay-v1-implementation-plan.md","1496","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","unknown","","","Reconcile child rows independently; original requirement and historical procedure are preserved. No aggregate pass while an applicable child is open.","","","No final candidate acceptance execution recorded. Preserve scoped historical evidence separately.","cb507efa2b8d337079d5faa19d2c3c466c9e900bfd1f63e0aa14468e6ee54b56","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Disk full.","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","","aggregate","aggregate-reconcile-children","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"RB-NATIVE-13-WS","Windows/shared","Windows/shared unpaid portion: Disk full.","docs/context-relay-v1-implementation-plan.md","1496","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","unknown","","","Execute the scoped Windows x64 and shared checks on the exact final source/candidate. Record commands or manual steps, environment, terminal results and limitations; historical results are pointers only.","","","Required and open. Fresh-profile physical-PC checks cannot establish clean-OS or independent-host behavior. Other scopes have separately statused sibling rows.","cb507efa2b8d337079d5faa19d2c3c466c9e900bfd1f63e0aa14468e6ee54b56","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Disk full.","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","RB-NATIVE-13","execution","required-open","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"RB-NATIVE-13-APPLE","Apple","Apple implementation/qualification portion: Disk full.","docs/context-relay-v1-implementation-plan.md","1496","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","deferred","","","Deferred by explicit user decision; preserve existing evidence and perform no new Apple work.","","","Explicit user Apple deferral; not passed. Shared and Windows work remains in sibling rows.","cb507efa2b8d337079d5faa19d2c3c466c9e900bfd1f63e0aa14468e6ee54b56","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Disk full.","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","RB-NATIVE-13","execution","excluded-preview","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"RB-NATIVE-14","aggregate","Antivirus delay.","docs/context-relay-v1-implementation-plan.md","1497","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","unknown","","","Reconcile child rows independently; original requirement and historical procedure are preserved. No aggregate pass while an applicable child is open.","","","No final candidate acceptance execution recorded. Preserve scoped historical evidence separately.","cb507efa2b8d337079d5faa19d2c3c466c9e900bfd1f63e0aa14468e6ee54b56","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Antivirus delay.","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","","aggregate","aggregate-reconcile-children","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"RB-NATIVE-14-WS","Windows/shared","Windows/shared unpaid portion: Antivirus delay.","docs/context-relay-v1-implementation-plan.md","1497","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","unknown","","","Execute the scoped Windows x64 and shared checks on the exact final source/candidate. Record commands or manual steps, environment, terminal results and limitations; historical results are pointers only.","","","Required and open. Fresh-profile physical-PC checks cannot establish clean-OS or independent-host behavior. Other scopes have separately statused sibling rows.","cb507efa2b8d337079d5faa19d2c3c466c9e900bfd1f63e0aa14468e6ee54b56","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Antivirus delay.","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","RB-NATIVE-14","execution","required-open","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"RB-NATIVE-14-APPLE","Apple","Apple implementation/qualification portion: Antivirus delay.","docs/context-relay-v1-implementation-plan.md","1497","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","deferred","","","Deferred by explicit user decision; preserve existing evidence and perform no new Apple work.","","","Explicit user Apple deferral; not passed. Shared and Windows work remains in sibling rows.","cb507efa2b8d337079d5faa19d2c3c466c9e900bfd1f63e0aa14468e6ee54b56","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Antivirus delay.","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","RB-NATIVE-14","execution","excluded-preview","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"RB-NATIVE-15","aggregate","Unicode and spaces.","docs/context-relay-v1-implementation-plan.md","1498","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","unknown","","","Reconcile child rows independently; original requirement and historical procedure are preserved. No aggregate pass while an applicable child is open.","","","No final candidate acceptance execution recorded. Preserve scoped historical evidence separately.","cb507efa2b8d337079d5faa19d2c3c466c9e900bfd1f63e0aa14468e6ee54b56","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Unicode and spaces.","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","","aggregate","aggregate-reconcile-children","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"RB-NATIVE-15-WS","Windows/shared","Windows/shared unpaid portion: Unicode and spaces.","docs/context-relay-v1-implementation-plan.md","1498","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","unknown","","","Execute the scoped Windows x64 and shared checks on the exact final source/candidate. Record commands or manual steps, environment, terminal results and limitations; historical results are pointers only.","","","Required and open. Fresh-profile physical-PC checks cannot establish clean-OS or independent-host behavior. Other scopes have separately statused sibling rows.","cb507efa2b8d337079d5faa19d2c3c466c9e900bfd1f63e0aa14468e6ee54b56","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Unicode and spaces.","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","RB-NATIVE-15","execution","required-open","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"RB-NATIVE-15-APPLE","Apple","Apple implementation/qualification portion: Unicode and spaces.","docs/context-relay-v1-implementation-plan.md","1498","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","deferred","","","Deferred by explicit user decision; preserve existing evidence and perform no new Apple work.","","","Explicit user Apple deferral; not passed. Shared and Windows work remains in sibling rows.","cb507efa2b8d337079d5faa19d2c3c466c9e900bfd1f63e0aa14468e6ee54b56","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Unicode and spaces.","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","RB-NATIVE-15","execution","excluded-preview","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"RB-NATIVE-16","Windows/shared","Windows long paths and reserved names.","docs/context-relay-v1-implementation-plan.md","1499","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","unknown","","","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","","","No final candidate acceptance execution recorded. Preserve scoped historical evidence separately.","cb507efa2b8d337079d5faa19d2c3c466c9e900bfd1f63e0aa14468e6ee54b56","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Windows long paths and reserved names.","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","","requirement","required-open","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"RB-NATIVE-17","Windows/shared","UNC and extended paths.","docs/context-relay-v1-implementation-plan.md","1500","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","unknown","","","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","","","No final candidate acceptance execution recorded. Preserve scoped historical evidence separately.","cb507efa2b8d337079d5faa19d2c3c466c9e900bfd1f63e0aa14468e6ee54b56","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","UNC and extended paths.","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","","requirement","required-open","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"RB-NATIVE-18","Windows/shared","ADS and junctions.","docs/context-relay-v1-implementation-plan.md","1501","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","unknown","","","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","","","No final candidate acceptance execution recorded. Preserve scoped historical evidence separately.","cb507efa2b8d337079d5faa19d2c3c466c9e900bfd1f63e0aa14468e6ee54b56","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","ADS and junctions.","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","","requirement","required-open","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"RB-NATIVE-19","Apple","macOS case-sensitive and case-insensitive volumes.","docs/context-relay-v1-implementation-plan.md","1502","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","deferred","","","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","","","Explicit user Apple deferral; no pass claimed.","cb507efa2b8d337079d5faa19d2c3c466c9e900bfd1f63e0aa14468e6ee54b56","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","macOS case-sensitive and case-insensitive volumes.","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","","requirement","excluded-preview","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"RB-NATIVE-20","aggregate","Unicode normalization collisions.","docs/context-relay-v1-implementation-plan.md","1503","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","unknown","","","Reconcile child rows independently; original requirement and historical procedure are preserved. No aggregate pass while an applicable child is open.","","","No final candidate acceptance execution recorded. Preserve scoped historical evidence separately.","cb507efa2b8d337079d5faa19d2c3c466c9e900bfd1f63e0aa14468e6ee54b56","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Unicode normalization collisions.","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","","aggregate","aggregate-reconcile-children","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"RB-NATIVE-20-WS","Windows/shared","Windows/shared unpaid portion: Unicode normalization collisions.","docs/context-relay-v1-implementation-plan.md","1503","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","unknown","","","Execute the scoped Windows x64 and shared checks on the exact final source/candidate. Record commands or manual steps, environment, terminal results and limitations; historical results are pointers only.","","","Required and open. Fresh-profile physical-PC checks cannot establish clean-OS or independent-host behavior. Other scopes have separately statused sibling rows.","cb507efa2b8d337079d5faa19d2c3c466c9e900bfd1f63e0aa14468e6ee54b56","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Unicode normalization collisions.","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","RB-NATIVE-20","execution","required-open","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"RB-NATIVE-20-APPLE","Apple","Apple implementation/qualification portion: Unicode normalization collisions.","docs/context-relay-v1-implementation-plan.md","1503","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","deferred","","","Deferred by explicit user decision; preserve existing evidence and perform no new Apple work.","","","Explicit user Apple deferral; not passed. Shared and Windows work remains in sibling rows.","cb507efa2b8d337079d5faa19d2c3c466c9e900bfd1f63e0aa14468e6ee54b56","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Unicode normalization collisions.","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","RB-NATIVE-20","execution","excluded-preview","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"RB-NATIVE-21","aggregate","Symlink and hardlink escape.","docs/context-relay-v1-implementation-plan.md","1504","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","unknown","","","Reconcile child rows independently; original requirement and historical procedure are preserved. No aggregate pass while an applicable child is open.","","","No final candidate acceptance execution recorded. Preserve scoped historical evidence separately.","cb507efa2b8d337079d5faa19d2c3c466c9e900bfd1f63e0aa14468e6ee54b56","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Symlink and hardlink escape.","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","","aggregate","aggregate-reconcile-children","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"RB-NATIVE-21-WS","Windows/shared","Windows/shared unpaid portion: Symlink and hardlink escape.","docs/context-relay-v1-implementation-plan.md","1504","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","unknown","","","Execute the scoped Windows x64 and shared checks on the exact final source/candidate. Record commands or manual steps, environment, terminal results and limitations; historical results are pointers only.","","","Required and open. Fresh-profile physical-PC checks cannot establish clean-OS or independent-host behavior. Other scopes have separately statused sibling rows.","cb507efa2b8d337079d5faa19d2c3c466c9e900bfd1f63e0aa14468e6ee54b56","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Symlink and hardlink escape.","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","RB-NATIVE-21","execution","required-open","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"RB-NATIVE-21-APPLE","Apple","Apple implementation/qualification portion: Symlink and hardlink escape.","docs/context-relay-v1-implementation-plan.md","1504","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","deferred","","","Deferred by explicit user decision; preserve existing evidence and perform no new Apple work.","","","Explicit user Apple deferral; not passed. Shared and Windows work remains in sibling rows.","cb507efa2b8d337079d5faa19d2c3c466c9e900bfd1f63e0aa14468e6ee54b56","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Symlink and hardlink escape.","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","RB-NATIVE-21","execution","excluded-preview","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"RB-NATIVE-22","aggregate","Crash at each transaction step.","docs/context-relay-v1-implementation-plan.md","1505","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","unknown","","","Reconcile child rows independently; original requirement and historical procedure are preserved. No aggregate pass while an applicable child is open.","","","No final candidate acceptance execution recorded. Preserve scoped historical evidence separately.","cb507efa2b8d337079d5faa19d2c3c466c9e900bfd1f63e0aa14468e6ee54b56","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Crash at each transaction step.","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","","aggregate","aggregate-reconcile-children","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"RB-NATIVE-22-WS","Windows/shared","Windows/shared unpaid portion: Crash at each transaction step.","docs/context-relay-v1-implementation-plan.md","1505","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","unknown","","","Execute the scoped Windows x64 and shared checks on the exact final source/candidate. Record commands or manual steps, environment, terminal results and limitations; historical results are pointers only.","","","Required and open. Fresh-profile physical-PC checks cannot establish clean-OS or independent-host behavior. Other scopes have separately statused sibling rows.","cb507efa2b8d337079d5faa19d2c3c466c9e900bfd1f63e0aa14468e6ee54b56","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Crash at each transaction step.","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","RB-NATIVE-22","execution","required-open","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"RB-NATIVE-22-APPLE","Apple","Apple implementation/qualification portion: Crash at each transaction step.","docs/context-relay-v1-implementation-plan.md","1505","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","deferred","","","Deferred by explicit user decision; preserve existing evidence and perform no new Apple work.","","","Explicit user Apple deferral; not passed. Shared and Windows work remains in sibling rows.","cb507efa2b8d337079d5faa19d2c3c466c9e900bfd1f63e0aa14468e6ee54b56","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Crash at each transaction step.","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","RB-NATIVE-22","execution","excluded-preview","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"RB-NATIVE-23","aggregate","Exact rollback.","docs/context-relay-v1-implementation-plan.md","1506","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","unknown","","","Reconcile child rows independently; original requirement and historical procedure are preserved. No aggregate pass while an applicable child is open.","","","No final candidate acceptance execution recorded. Preserve scoped historical evidence separately.","cb507efa2b8d337079d5faa19d2c3c466c9e900bfd1f63e0aa14468e6ee54b56","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Exact rollback.","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","","aggregate","aggregate-reconcile-children","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"RB-NATIVE-23-WS","Windows/shared","Windows/shared unpaid portion: Exact rollback.","docs/context-relay-v1-implementation-plan.md","1506","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","unknown","","","Execute the scoped Windows x64 and shared checks on the exact final source/candidate. Record commands or manual steps, environment, terminal results and limitations; historical results are pointers only.","","","Required and open. Fresh-profile physical-PC checks cannot establish clean-OS or independent-host behavior. Other scopes have separately statused sibling rows.","cb507efa2b8d337079d5faa19d2c3c466c9e900bfd1f63e0aa14468e6ee54b56","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Exact rollback.","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","RB-NATIVE-23","execution","required-open","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
